"Datum","CH-Firma","CH-CIK","Atombombenhersteller","Wert in USD"
20160930,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",28949000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",11223000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",171348000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",21873000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",29498000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",62810000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",18562000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",5180000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",408000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",2357000
20160930,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",901000
20160930,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",1574000
20160930,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",2163000
20160930,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",1703000
20160930,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",2453000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",25251000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",959000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",3798000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",2802000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",51957000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",9789000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",3116000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",15681000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",377000
20160930,"CREDIT SUISSE AG/",824468,"MOOG INC",289000
20160930,"CREDIT SUISSE AG/",824468,"MOOG INC",86000
20160930,"CREDIT SUISSE AG/",824468,"MOOG INC",473000
20160930,"CREDIT SUISSE AG/",824468,"MOOG INC",757000
20160930,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",6838000
20160930,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",9409000
20160930,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",25309000
20160930,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",5453000
20160930,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",1912000
20160930,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",1008000
20160930,"CREDIT SUISSE AG/",824468,"TEXTRON INC",305000
20160930,"CREDIT SUISSE AG/",824468,"TEXTRON INC",976000
20160930,"CREDIT SUISSE AG/",824468,"TEXTRON INC",7336000
20160930,"CREDIT SUISSE AG/",824468,"TEXTRON INC",593000
20160930,"CREDIT SUISSE AG/",824468,"TEXTRON INC",3310000
20160930,"CREDIT SUISSE AG/",824468,"TEXTRON INC",3000
20160930,"UBS Group AG",1610520,"AECOM",6404000
20160930,"UBS Group AG",1610520,"AECOM",649000
20160930,"UBS Group AG",1610520,"AEROJET ROCKETDYNE HLDGS INC",100000
20160930,"UBS Group AG",1610520,"AEROJET ROCKETDYNE HLDGS INC",50000
20160930,"UBS Group AG",1610520,"BOEING CO",338767000
20160930,"UBS Group AG",1610520,"BOEING CO",67780000
20160930,"UBS Group AG",1610520,"BOEING CO",39952000
20160930,"UBS Group AG",1610520,"BOEING CO",11093000
20160930,"UBS Group AG",1610520,"BOEING CO",1282000
20160930,"UBS Group AG",1610520,"BOEING CO",163000
20160930,"UBS Group AG",1610520,"BOEING CO",55000
20160930,"UBS Group AG",1610520,"BWX TECHNOLOGIES INC",1198000
20160930,"UBS Group AG",1610520,"BWX TECHNOLOGIES INC",757000
20160930,"UBS Group AG",1610520,"FLUOR CORP NEW",7071000
20160930,"UBS Group AG",1610520,"FLUOR CORP NEW",677000
20160930,"UBS Group AG",1610520,"FLUOR CORP NEW",62000
20160930,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",75501000
20160930,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",29480000
20160930,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",1689000
20160930,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",310000
20160930,"UBS Group AG",1610520,"HONEYWELL INTL INC",384026000
20160930,"UBS Group AG",1610520,"HONEYWELL INTL INC",39752000
20160930,"UBS Group AG",1610520,"HONEYWELL INTL INC",9327000
20160930,"UBS Group AG",1610520,"HONEYWELL INTL INC",4824000
20160930,"UBS Group AG",1610520,"HONEYWELL INTL INC",3211000
20160930,"UBS Group AG",1610520,"HONEYWELL INTL INC",546000
20160930,"UBS Group AG",1610520,"HONEYWELL INTL INC",443000
20160930,"UBS Group AG",1610520,"HONEYWELL INTL INC",12000
20160930,"UBS Group AG",1610520,"HUNTINGTON INGALLS INDS INC",6929000
20160930,"UBS Group AG",1610520,"HUNTINGTON INGALLS INDS INC",4211000
20160930,"UBS Group AG",1610520,"HUNTINGTON INGALLS INDS INC",52000
20160930,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",464164000
20160930,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",14980000
20160930,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",7455000
20160930,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",480000
20160930,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",17000
20160930,"UBS Group AG",1610520,"MOOG INC",32000
20160930,"UBS Group AG",1610520,"MOOG INC",15000
20160930,"UBS Group AG",1610520,"MOOG INC",7000
20160930,"UBS Group AG",1610520,"NORTHROP GRUMMAN CORP",35024000
20160930,"UBS Group AG",1610520,"NORTHROP GRUMMAN CORP",4485000
20160930,"UBS Group AG",1610520,"NORTHROP GRUMMAN CORP",278000
20160930,"UBS Group AG",1610520,"TEXTRON INC",3420000
20160930,"UBS Group AG",1610520,"TEXTRON INC",423000
20160930,"UBS Group AG",1610520,"TEXTRON INC",79000
20160930,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"AECOM",135000
20160930,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"AEROJET ROCKETDYNE HLDGS INC",27000
20160930,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"BOEING CO",14776000
20160930,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"BWX TECHNOLOGIES INC",118000
20160930,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"FLUOR CORP NEW",1502000
20160930,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"GENERAL DYNAMICS CORP",6963000
20160930,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"HONEYWELL INTL INC",39849000
20160930,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"HUNTINGTON INGALLS INDS INC",220000
20160930,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"LOCKHEED MARTIN CORP",13086000
20160930,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"MOOG INC",54000
20160930,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"NORTHROP GRUMMAN CORP",8476000
20160930,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"TEXTRON INC",1826000
20160930,"EDMOND DE ROTHSCHILD (SUISSE) S.A.",1650162,"BOEING CO",1536000
20160930,"EDMOND DE ROTHSCHILD (SUISSE) S.A.",1650162,"FLUOR CORP NEW",128000
20160930,"EDMOND DE ROTHSCHILD (SUISSE) S.A.",1650162,"GENERAL DYNAMICS CORP",31000
20160930,"EDMOND DE ROTHSCHILD (SUISSE) S.A.",1650162,"HONEYWELL INTL INC",4597000
20160930,"EDMOND DE ROTHSCHILD (SUISSE) S.A.",1650162,"LOCKHEED MARTIN CORP",529000
20160930,"EDMOND DE ROTHSCHILD (SUISSE) S.A.",1650162,"TEXTRON INC",30000
20160930,"Swiss National Bank",1582202,"AECOM",7343000
20160930,"Swiss National Bank",1582202,"AEROJET ROCKETDYNE HLDGS INC",1484000
20160930,"Swiss National Bank",1582202,"BOEING CO",222099000
20160930,"Swiss National Bank",1582202,"BWX TECHNOLOGIES INC",5871000
20160930,"Swiss National Bank",1582202,"FLUOR CORP NEW",19759000
20160930,"Swiss National Bank",1582202,"HONEYWELL INTL INC",234436000
20160930,"Swiss National Bank",1582202,"HUNTINGTON INGALLS INDS INC",11675000
20160930,"Swiss National Bank",1582202,"MOOG INC",3197000
20160930,"Swiss National Bank",1582202,"NORTHROP GRUMMAN CORP",101730000
20160930,"CREDIT SUISSE AG/",824468,"AECOM",532000
20160930,"CREDIT SUISSE AG/",824468,"AECOM",1119000
20160930,"CREDIT SUISSE AG/",824468,"AECOM",1511000
20160930,"CREDIT SUISSE AG/",824468,"AECOM",2737000
20160930,"CREDIT SUISSE AG/",824468,"AECOM",1477000
20160930,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",374000
20160930,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",390000
20160930,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",227000
20160930,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",106000
20160930,"CREDIT SUISSE AG/",824468,"BOEING CO",4768000
20160930,"CREDIT SUISSE AG/",824468,"BOEING CO",2215000
20160930,"CREDIT SUISSE AG/",824468,"BOEING CO",64212000
20160930,"CREDIT SUISSE AG/",824468,"BOEING CO",3459000
20160930,"CREDIT SUISSE AG/",824468,"BOEING CO",4611000
20160930,"CREDIT SUISSE AG/",824468,"BOEING CO",14591000
20160930,"CREDIT SUISSE AG/",824468,"BOEING CO",25182000
20160930,"CREDIT SUISSE AG/",824468,"BOEING CO",1581000
20160930,"CREDIT SUISSE AG/",824468,"BOEING CO",2290000
20160930,"CREDIT SUISSE AG/",824468,"BOEING CO",6587000
20160930,"CREDIT SUISSE AG/",824468,"BOEING CO",39135000
20160930,"CREDIT SUISSE AG/",824468,"BWX TECHNOLOGIES INC",757000
20160930,"CREDIT SUISSE AG/",824468,"BWX TECHNOLOGIES INC",1303000
20160930,"CREDIT SUISSE AG/",824468,"BWX TECHNOLOGIES INC",1084000
20160930,"CREDIT SUISSE AG/",824468,"BWX TECHNOLOGIES INC",3637000
20160930,"CREDIT SUISSE AG/",824468,"BWX TECHNOLOGIES INC",30000
20160930,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",2113000
20160930,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",992000
20160930,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",180000
20160930,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",26674000
20160930,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",1776000
20160930,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",421000
20160930,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",359000
20160930,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",6348000
20160930,"CREDIT SUISSE AG/",824468,"FLUOR CORP NEW",1332000
20160930,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",28949000
20160930,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",99000
20160930,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",8196000
20160930,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",55272000
20160930,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",2948000
20160930,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",4678000
20160930,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",8466000
20160930,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",2314000
20160930,"CREDIT SUISSE AG/",824468,"GENERAL DYNAMICS CORP",10991000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",11223000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",5180000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",21873000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",171348000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",18562000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",2357000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",62810000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",29498000
20160930,"CREDIT SUISSE AG/",824468,"HONEYWELL INTL INC",408000
20160930,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",1574000
20160930,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",1703000
20160930,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",901000
20160930,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",2163000
20160930,"CREDIT SUISSE AG/",824468,"HUNTINGTON INGALLS INDS INC",2453000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",2802000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",51957000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",377000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",9789000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",3116000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",15681000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",3798000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",959000
20160930,"CREDIT SUISSE AG/",824468,"LOCKHEED MARTIN CORP",25251000
20160930,"CREDIT SUISSE AG/",824468,"MOOG INC",473000
20160930,"CREDIT SUISSE AG/",824468,"MOOG INC",289000
20160930,"CREDIT SUISSE AG/",824468,"MOOG INC",757000
20160930,"CREDIT SUISSE AG/",824468,"MOOG INC",86000
20160930,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",25309000
20160930,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",9409000
20160930,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",6838000
20160930,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",5453000
20160930,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",1008000
20160930,"CREDIT SUISSE AG/",824468,"NORTHROP GRUMMAN CORP",1912000
20160930,"CREDIT SUISSE AG/",824468,"TEXTRON INC",976000
20160930,"CREDIT SUISSE AG/",824468,"TEXTRON INC",305000
20160930,"CREDIT SUISSE AG/",824468,"TEXTRON INC",3310000
20160930,"CREDIT SUISSE AG/",824468,"TEXTRON INC",593000
20160930,"CREDIT SUISSE AG/",824468,"TEXTRON INC",7336000
20160930,"CREDIT SUISSE AG/",824468,"TEXTRON INC",3000
20160930,"ARGENTIERE CAPITAL AG",1585740,"HONEYWELL INTL INC",5006000
20160930,"ARGENTIERE CAPITAL AG",1585740,"HONEYWELL INTL INC",1095000
20160930,"BANQUE PICTET & CIE SA",1535602,"BOEING CO",5243000
20160930,"BANQUE PICTET & CIE SA",1535602,"HONEYWELL INTL INC",65981000
20160930,"GAM Holding AG",1438848,"BOEING CO",12647000
20160930,"GAM Holding AG",1438848,"FLUOR CORP NEW",2157000
20160930,"GAM Holding AG",1438848,"GENERAL DYNAMICS CORP",673000
20160930,"GAM Holding AG",1438848,"HONEYWELL INTL INC",16182000
20160930,"GAM Holding AG",1438848,"HUNTINGTON INGALLS INDS INC",207000
20160930,"GAM Holding AG",1438848,"LOCKHEED MARTIN CORP",24619000
20160930,"GAM Holding AG",1438848,"LOCKHEED MARTIN CORP",5317000
20160930,"GAM Holding AG",1438848,"NORTHROP GRUMMAN CORP",22465000
20160930,"GAM Holding AG",1438848,"NORTHROP GRUMMAN CORP",1828000
20160930,"GAM Holding AG",1438848,"TEXTRON INC",164000
20160930,"Compagnie Lombard Odier SCmA",1615423,"FLUOR CORP NEW",49000
20160930,"Compagnie Lombard Odier SCmA",1615423,"HONEYWELL INTL INC",122000
20160930,"Compagnie Lombard Odier SCmA",1615423,"LOCKHEED MARTIN CORP",240000
20160930,"Compagnie Lombard Odier SCmA",1615423,"MOOG INC",13000
20160930,"Compagnie Lombard Odier SCmA",1615423,"BOEING CO",359000
20160930,"Compagnie Lombard Odier SCmA",1615423,"FLUOR CORP NEW",2483000
20160930,"Compagnie Lombard Odier SCmA",1615423,"GENERAL DYNAMICS CORP",143000
20160930,"Compagnie Lombard Odier SCmA",1615423,"HONEYWELL INTL INC",748000
20160930,"Compagnie Lombard Odier SCmA",1615423,"LOCKHEED MARTIN CORP",36000
20160930,"Compagnie Lombard Odier SCmA",1615423,"NORTHROP GRUMMAN CORP",300000
20161231,"UBS Group AG",1610520,"AECOM",8534000
20161231,"UBS Group AG",1610520,"AECOM",5229000
20161231,"UBS Group AG",1610520,"AECOM",1263000
20161231,"UBS Group AG",1610520,"AEROJET ROCKETDYNE HLDGS INC",152000
20161231,"UBS Group AG",1610520,"AEROJET ROCKETDYNE HLDGS INC",107000
20161231,"UBS Group AG",1610520,"BOEING CO",347346000
20161231,"UBS Group AG",1610520,"BOEING CO",41628000
20161231,"UBS Group AG",1610520,"BOEING CO",34327000
20161231,"UBS Group AG",1610520,"BOEING CO",6056000
20161231,"UBS Group AG",1610520,"BOEING CO",1495000
20161231,"UBS Group AG",1610520,"BOEING CO",1090000
20161231,"UBS Group AG",1610520,"BOEING CO",193000
20161231,"UBS Group AG",1610520,"BOEING CO",65000
20161231,"UBS Group AG",1610520,"BWX TECHNOLOGIES INC",457000
20161231,"UBS Group AG",1610520,"BWX TECHNOLOGIES INC",227000
20161231,"UBS Group AG",1610520,"FLUOR CORP NEW",8486000
20161231,"UBS Group AG",1610520,"FLUOR CORP NEW",1424000
20161231,"UBS Group AG",1610520,"FLUOR CORP NEW",226000
20161231,"UBS Group AG",1610520,"FLUOR CORP NEW",63000
20161231,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",94876000
20161231,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",60414000
20161231,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",17646000
20161231,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",5487000
20161231,"UBS Group AG",1610520,"GENERAL DYNAMICS CORP",345000
20161231,"UBS Group AG",1610520,"HONEYWELL INTL INC",415088000
20161231,"UBS Group AG",1610520,"HONEYWELL INTL INC",25527000
20161231,"UBS Group AG",1610520,"HONEYWELL INTL INC",14435000
20161231,"UBS Group AG",1610520,"HONEYWELL INTL INC",3993000
20161231,"UBS Group AG",1610520,"HONEYWELL INTL INC",2897000
20161231,"UBS Group AG",1610520,"HONEYWELL INTL INC",440000
20161231,"UBS Group AG",1610520,"HONEYWELL INTL INC",273000
20161231,"UBS Group AG",1610520,"HUNTINGTON INGALLS INDS INC",10550000
20161231,"UBS Group AG",1610520,"HUNTINGTON INGALLS INDS INC",6024000
20161231,"UBS Group AG",1610520,"HUNTINGTON INGALLS INDS INC",63000
20161231,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",511854000
20161231,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",14907000
20161231,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",3249000
20161231,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",501000
20161231,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",275000
20161231,"UBS Group AG",1610520,"LOCKHEED MARTIN CORP",17000
20161231,"UBS Group AG",1610520,"MOOG INC",390000
20161231,"UBS Group AG",1610520,"MOOG INC",17000
20161231,"UBS Group AG",1610520,"NORTHROP GRUMMAN CORP",39468000
20161231,"UBS Group AG",1610520,"NORTHROP GRUMMAN CORP",6793000
20161231,"UBS Group AG",1610520,"NORTHROP GRUMMAN CORP",302000
20161231,"UBS Group AG",1610520,"TEXTRON INC",4220000
20161231,"UBS Group AG",1610520,"TEXTRON INC",428000
20161231,"UBS Group AG",1610520,"TEXTRON INC",97000
20161231,"ARGENTIERE CAPITAL AG",1585740,"BOEING CO",2412000
20161231,"ARGENTIERE CAPITAL AG",1585740,"HONEYWELL INTL INC",2421000
20161231,"ARGENTIERE CAPITAL AG",1585740,"HONEYWELL INTL INC",332000
20161231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"AECOM",174000
20161231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"AEROJET ROCKETDYNE HLDGS INC",28000
20161231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"BOEING CO",41807000
20161231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"BWX TECHNOLOGIES INC",122000
20161231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"FLUOR CORP NEW",1382000
20161231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"GENERAL DYNAMICS CORP",7425000
20161231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"HONEYWELL INTL INC",39561000
20161231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"HUNTINGTON INGALLS INDS INC",1180000
20161231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"LOCKHEED MARTIN CORP",12857000
20161231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"MOOG INC",60000
20161231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"NORTHROP GRUMMAN CORP",8489000
20161231,"Zurcher Kantonalbank (Zurich Cantonalbank)",1368163,"TEXTRON INC",2130000
20161231,"Zurich Insurance Group Ltd/FI",1127799,"BOEING CO",13366000
20161231,"Zurich Insurance Group Ltd/FI",1127799,"GENERAL DYNAMICS CORP",5116000
20161231,"Zurich Insurance Group Ltd/FI",1127799,"HONEYWELL INTL INC",16001000
20161231,"Zurich Insurance Group Ltd/FI",1127799,"LOCKHEED MARTIN CORP",11931000
20161231,"Zurich Insurance Group Ltd/FI",1127799,"NORTHROP GRUMMAN CORP",4580000
20161231,"Swiss National Bank",1582202,"AECOM",9187000
20161231,"Swiss National Bank",1582202,"AEROJET ROCKETDYNE HLDGS INC",1642000
20161231,"Swiss National Bank",1582202,"BOEING CO",258256000
20161231,"Swiss National Bank",1582202,"BWX TECHNOLOGIES INC",6074000
20161231,"Swiss National Bank",1582202,"FLUOR CORP NEW",20221000
20161231,"Swiss National Bank",1582202,"HONEYWELL INTL INC",233249000
20161231,"Swiss National Bank",1582202,"HUNTINGTON INGALLS INDS INC",23982000
20161231,"Swiss National Bank",1582202,"MOOG INC",3527000
20161231,"Swiss National Bank",1582202,"NORTHROP GRUMMAN CORP",113030000
20161231,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"BOEING CO",576000
20161231,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"BOEING CO",1857000
20161231,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"BOEING CO",2238000
20161231,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"BOEING CO",31000
20161231,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"FLUOR CORP NEW",805000
20161231,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"FLUOR CORP NEW",131000
20161231,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"FLUOR CORP NEW",25026000
20161231,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"FLUOR CORP NEW",1040000
20161231,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"GENERAL DYNAMICS CORP",35000
20161231,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"GENERAL DYNAMICS CORP",35000
20161231,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"HONEYWELL INTL INC",4978000
20161231,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"HONEYWELL INTL INC",30000
20161231,"EDMOND DE ROTHSCHILD HOLDING S.A.",1649647,"LOCKHEED MARTIN CORP",232000
20161231,"Jabre Capital Partners S.A.",1429895,"BOEING CO",701000
20161231,"Jabre Capital Partners S.A.",1429895,"LOCKHEED MARTIN CORP",700000
20161231,"GAM Holding AG",1438848,"BOEING CO",16229000
20161231,"GAM Holding AG",1438848,"FLUOR CORP NEW",2815000
20161231,"GAM Holding AG",1438848,"GENERAL DYNAMICS CORP",748000
20161231,"GAM Holding AG",1438848,"HONEYWELL INTL INC",19112000
20161231,"GAM Holding AG",1438848,"HUNTINGTON INGALLS INDS INC",797000
20161231,"GAM Holding AG",1438848,"LOCKHEED MARTIN CORP",24369000
20161231,"GAM Holding AG",1438848,"LOCKHEED MARTIN CORP",7348000
20161231,"GAM Holding AG",1438848,"NORTHROP GRUMMAN CORP",23816000
20161231,"GAM Holding AG",1438848,"NORTHROP GRUMMAN CORP",2816000
20161231,"GAM Holding AG",1438848,"TEXTRON INC",201000
20161231,"Compagnie Lombard Odier SCmA",1615423,"BOEING CO",77000
20161231,"Compagnie Lombard Odier SCmA",1615423,"FLUOR CORP NEW",50000
20161231,"Compagnie Lombard Odier SCmA",1615423,"HONEYWELL INTL INC",240000
20161231,"Compagnie Lombard Odier SCmA",1615423,"LOCKHEED MARTIN CORP",50000
20161231,"Compagnie Lombard Odier SCmA",1615423,"MOOG INC",14000
20161231,"Compagnie Lombard Odier SCmA",1615423,"BOEING CO",282000
20161231,"Compagnie Lombard Odier SCmA",1615423,"FLUOR CORP NEW",2532000
20161231,"Compagnie Lombard Odier SCmA",1615423,"GENERAL DYNAMICS CORP",17000
20161231,"Compagnie Lombard Odier SCmA",1615423,"HONEYWELL INTL INC",517000
20161231,"Compagnie Lombard Odier SCmA",1615423,"LOCKHEED MARTIN CORP",49000
20161231,"Compagnie Lombard Odier SCmA",1615423,"NORTHROP GRUMMAN CORP",356000
20161231,"Compagnie Lombard Odier SCmA",1615423,"HONEYWELL INTL INC",35000
20161231,"BANQUE PICTET & CIE SA",1535602,"BOEING CO",6169000
20161231,"BANQUE PICTET & CIE SA",1535602,"FLUOR CORP NEW",8057000
20161231,"BANQUE PICTET & CIE SA",1535602,"HONEYWELL INTL INC",64781000
20161231,"BANQUE PICTET & CIE SA",1535602,"LOCKHEED MARTIN CORP",225000
20161231,"CREDIT SUISSE AG/",824468,"AECOM",512000
20161231,"CREDIT SUISSE AG/",824468,"AECOM",325000
20161231,"CREDIT SUISSE AG/",824468,"AECOM",2337000
20161231,"CREDIT SUISSE AG/",824468,"AECOM",1948000
20161231,"CREDIT SUISSE AG/",824468,"AECOM",1727000
20161231,"CREDIT SUISSE AG/",824468,"AECOM",93000
20161231,"CREDIT SUISSE AG/",824468,"AECOM",109000
20161231,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",286000
20161231,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",322000
20161231,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",536000
20161231,"CREDIT SUISSE AG/",824468,"AEROJET ROCKETDYNE HLDGS INC",336000
20161231,"CREDIT SUISSE AG/",824468,"BOEING CO",14000
20161231,"CREDIT SUISSE AG/",824468,"BOEING CO",3225000
20161231,"CREDIT SUISSE AG/",824468,"BOEING CO",7784000
20161231,"CREDIT SUISSE AG/",824468,"BOEING CO",15568000
